image_id,latitude_SIG,longitude_SIG,pano_lat,pano_lon,distance_m,bearing_deg,pitch_deg,fov,date,pano_id
1345,45.69646899508026,4.808908281110774,45.69638534838261,4.808989338534662,11.23,325.91,-12.55,35,2024-07,G_34dZNoON-gOu507-aDTA
1346,45.703602432986806,4.808801012604824,45.70360739519676,4.808720592039851,6.27,95.05,-21.74,55,2016-06,SLV4iQBF_26Zbtq2_J-4rw
1348,45.70418185991342,4.797624966181851,45.70422114658852,4.797756715428678,11.12,246.88,-12.67,35,2015-05,FCVJO2FfUUjJpMvyVZ8LmA
1352,45.70610691157511,4.79792932323562,45.70615987477844,4.797912770197595,6.03,167.69,-22.53,55,2022-01,PAbR0eeHnbdWx090Bsu2tQ
1355,45.70098265691168,4.795857564602401,45.70100268156924,4.795781222074356,6.33,110.58,-21.54,55,2024-06,px9OAACcruK_pZkTphKBfA
1360,45.70281616181563,4.796383211996926,45.70280624933194,4.796472951526985,7.06,278.99,-19.51,45,2024-08,GiM3PGVOK_TSW22LItUexA
1365,45.69623464309333,4.804295099643425,45.69628834117974,4.804232048261933,7.72,140.64,-17.94,45,2024-06,0ROc4jQzy0wHbqVF0ZGDgA
1366,45.70530752137534,4.797336818602771,45.70525434378774,4.797382779663014,6.91,328.89,-19.9,55,2024-08,SACi70L9PBc7UJzonL5BtA
1367,45.69809975549989,4.794562148673944,45.69812479283119,4.794643513891563,6.91,246.22,-19.9,55,2024-06,QOVPYkqyoddgPyEOaYH4hg
1369,45.6990000121012,4.80149578870259,45.69905564964672,4.801492888105812,6.19,177.91,-21.99,55,2024-07,cvTq0CbuPGp4q6li1N9Tng
1370,45.74307194788891,4.9376116075088605,45.74314551592296,4.937555598690309,9.26,152.02,-15.1,45,2024-10,UuXXlGGpwhOMaAXYQAX9pQ
1371,45.699214225783614,4.80481206247952,45.69923016140861,4.804684512310851,10.06,100.14,-13.95,35,2024-07,0EXVXbRN1pvMvTefyD7ZSQ
1372,45.699015137784095,4.803367669543141,45.69908253365207,4.80341393375477,8.31,205.61,-16.74,45,2024-07,azQ5hIz9VdG7QgtI8p9yrQ
1373,45.70355600428709,4.807735727229546,45.70353230956528,4.807607104767056,10.33,75.22,-13.6,35,2015-05,RA1S1b5mKKtdJAFTW6pAhQ
1377,45.69987676603255,4.79937661928979,45.69985059300703,4.799460585214369,7.14,294.05,-19.3,45,2024-06,xtpK5F_9-Unh47pJN1WKLA
1378,45.69886177696004,4.794848655561141,45.69885947347234,4.794946779509122,7.62,271.93,-18.15,45,2024-06,milr4ImHL4iQDenHVnLowQ
1380,45.69712845114954,4.809162921858486,45.69713758119484,4.809293852950427,10.22,264.3,-13.75,35,2024-07,CH4ngIvZgfHCrtXrglOzfA
1381,45.6992336666758,4.806466619372525,45.69920212080527,4.806343937026381,10.15,69.79,-13.83,35,2024-08,eDjF-DIwprRKDUxrTCFM_A
1382,45.70111472885329,4.795890819065129,45.70108432045403,4.795803904315687,7.55,63.39,-18.32,45,2024-06,dTt-8aL0Y8yCWSMV_azfJw
1383,45.70047718484105,4.795662228467993,45.70045004365112,4.79556177629994,8.36,68.85,-16.64,45,2024-06,M86W8Oz_-sEEaq-gC5S7vg
1384,45.703191607937455,4.805234898947387,45.7032328926305,4.805297969178469,6.71,226.85,-20.43,55,2024-08,rP9LJRfGV4KfacEecPccTQ
1387,45.70467753182292,4.808966313428046,45.70463977585544,4.808859231693568,9.32,63.21,-15.02,45,2008-11,qFEfTiiY1i6gO7SYA3DyIA
1389,45.701967510581845,4.804216205339786,45.70205210871104,4.804217901157094,9.41,180.8,-14.88,45,2024-08,Lizu14NJKS1fM7pC8ql2_Q
1392,45.70062159954872,4.806713110896718,45.70054938334368,4.806788252509176,9.93,323.99,-14.14,45,2015-05,A09p4kOnaemP8ndiaq1PkQ
1393,45.70008705716995,4.805408861938288,45.69999721341311,4.805455883175915,10.64,339.92,-13.23,35,2024-08,_JlTjbHpMEcka8NoSilPZg
1394,45.69890731095312,4.795048480886516,45.69894328856176,4.794979618647081,6.68,126.8,-20.52,55,2024-06,TB471zgFrVUKxPyrdp0nxg
1397,45.69878172206089,4.799906174412259,45.69884105576023,4.800006270963141,10.2,229.68,-13.78,35,2024-06,2nuDkPcHFNv7QcvAiL151g
